1.0000	0.1222	0.2847	0.1901	0.6725	0.2907	0.3506	0.2418	0.2466	0.3567	0.1096	0.2070	0.0898	0.1565	0.0129	0.1173	0.1143	0.0564	0.1090	0.0501	0.0733	0.0000	0.0936	0.0905	0.0000	0.0471	0.0000	0.0853	0.0000	0.0415
0.1222	1.0000	0.2807	0.4800	0.2477	0.3527	0.3615	0.1701	0.1778	0.1401	0.0918	0.2127	0.1328	0.0000	0.0344	0.0254	0.0338	0.0923	0.1264	0.2654	0.2015	0.4552	0.2231	0.3358	0.3779	0.2386	0.4240	0.3432	0.4212	0.3060
0.2847	0.2807	1.0000	0.2774	0.3348	0.3913	0.4149	0.1552	0.3573	0.2106	0.0083	0.2229	0.1273	0.0000	0.0000	0.1178	0.1068	0.0000	0.0000	0.0573	0.0576	0.3024	0.0667	0.3471	0.2332	0.1639	0.1058	0.2271	0.2212	0.3489
0.1901	0.4800	0.2774	1.0000	0.3283	0.3184	0.3553	0.1555	0.2798	0.2610	0.0426	0.2654	0.1208	0.0000	0.0235	0.0396	0.1685	0.1340	0.2243	0.1710	0.1497	0.3013	0.0707	0.3433	0.1477	0.0979	0.1802	0.2213	0.2719	0.2187
0.6725	0.2477	0.3348	0.3283	1.0000	0.3273	0.3210	0.3497	0.3671	0.4779	0.1041	0.2395	0.1191	0.0963	0.0000	0.0977	0.1890	0.0174	0.0893	0.0833	0.0852	0.0724	0.0784	0.1509	0.0000	0.0418	0.0000	0.1564	0.0674	0.1019
0.2907	0.3527	0.3913	0.3184	0.3273	1.0000	0.3311	0.2354	0.2500	0.2745	0.0295	0.2424	0.1530	0.0832	0.0284	0.1574	0.1216	0.0560	0.0886	0.2353	0.0924	0.3502	0.3529	0.3349	0.2941	0.1996	0.2947	0.3194	0.2705	0.2665
0.3506	0.3615	0.4149	0.3553	0.3210	0.3311	1.0000	0.1604	0.2567	0.3203	0.1260	0.2642	0.3629	0.1284	0.1892	0.2678	0.2437	0.2021	0.2603	0.3783	0.1030	0.3607	0.3092	0.3411	0.2738	0.4345	0.2471	0.2719	0.2540	0.2407
0.2418	0.1701	0.1552	0.1555	0.3497	0.2354	0.1604	1.0000	0.2971	0.3283	0.1306	0.1056	0.1198	0.1435	0.1743	0.2364	0.0945	0.0092	0.1049	0.0456	0.1842	0.1236	0.1186	0.2251	0.0752	0.0060	0.2090	0.1380	0.0729	0.1390
0.2466	0.1778	0.3573	0.2798	0.3671	0.2500	0.2567	0.2971	1.0000	0.2524	0.0144	0.1374	0.0973	0.0448	0.0000	0.2181	0.1931	0.0000	0.1162	0.0516	0.0973	0.1417	0.1334	0.2084	0.0890	0.0334	0.2038	0.2404	0.1650	0.1558
0.3567	0.1401	0.2106	0.2610	0.4779	0.2745	0.3203	0.3283	0.2524	1.0000	0.0831	0.1422	0.0920	0.1207	0.1044	0.1803	0.1444	0.0000	0.0227	0.0916	0.0006	0.0208	0.0000	0.0710	0.0000	0.0000	0.0699	0.0692	0.0000	0.0072
0.1096	0.0918	0.0083	0.0426	0.1041	0.0295	0.1260	0.1306	0.0144	0.0831	1.0000	0.3112	0.2909	0.3126	0.3378	0.2231	0.4341	0.2905	0.4261	0.3428	0.0000	0.0696	0.2106	0.0535	0.1444	0.0658	0.0000	0.0434	0.0423	0.0000
0.2070	0.2127	0.2229	0.2654	0.2395	0.2424	0.2642	0.1056	0.1374	0.1422	0.3112	1.0000	0.3822	0.2359	0.2159	0.2520	0.3950	0.3856	0.3707	0.4654	0.0791	0.1199	0.1340	0.1142	0.1530	0.1399	0.1083	0.2329	0.1806	0.0912
0.0898	0.1328	0.1273	0.1208	0.1191	0.1530	0.3629	0.1198	0.0973	0.0920	0.2909	0.3822	1.0000	0.1708	0.4118	0.4882	0.2785	0.4889	0.3457	0.5732	0.1166	0.3230	0.3315	0.3256	0.2296	0.1777	0.1657	0.2304	0.2842	0.2659
0.1565	0.0000	0.0000	0.0000	0.0963	0.0832	0.1284	0.1435	0.0448	0.1207	0.3126	0.2359	0.1708	1.0000	0.4060	0.3035	0.4108	0.2437	0.3140	0.2700	0.1551	0.0773	0.1970	0.1156	0.0872	0.0522	0.0000	0.0726	0.0065	0.0000
0.0129	0.0344	0.0000	0.0235	0.0000	0.0284	0.1892	0.1743	0.0000	0.1044	0.3378	0.2159	0.4118	0.4060	1.0000	0.3859	0.3296	0.5716	0.5260	0.6056	0.0583	0.0726	0.2482	0.1077	0.0969	0.1238	0.0864	0.0153	0.1257	0.0000
0.1173	0.0254	0.1178	0.0396	0.0977	0.1574	0.2678	0.2364	0.2181	0.1803	0.2231	0.2520	0.4882	0.3035	0.3859	1.0000	0.2702	0.2965	0.2964	0.3647	0.1319	0.2323	0.2807	0.2807	0.2031	0.1415	0.2187	0.1744	0.2532	0.1440
0.1143	0.0338	0.1068	0.1685	0.1890	0.1216	0.2437	0.0945	0.1931	0.1444	0.4341	0.3950	0.2785	0.4108	0.3296	0.2702	1.0000	0.3876	0.4010	0.4479	0.0982	0.0612	0.0312	0.1464	0.0952	0.1153	0.0557	0.0325	0.1578	0.0422
0.0564	0.0923	0.0000	0.1340	0.0174	0.0560	0.2021	0.0092	0.0000	0.0000	0.2905	0.3856	0.4889	0.2437	0.5716	0.2965	0.3876	1.0000	0.4168	0.6170	0.0880	0.0732	0.1649	0.1700	0.1045	0.1686	0.1044	0.1097	0.1897	0.1135
0.1090	0.1264	0.0000	0.2243	0.0893	0.0886	0.2603	0.1049	0.1162	0.0227	0.4261	0.3707	0.3457	0.3140	0.5260	0.2964	0.4010	0.4168	1.0000	0.5140	0.0355	0.1844	0.1891	0.1157	0.1065	0.1201	0.1053	0.1197	0.1671	0.0792
0.0501	0.2654	0.0573	0.1710	0.0833	0.2353	0.3783	0.0456	0.0516	0.0916	0.3428	0.4654	0.5732	0.2700	0.6056	0.3647	0.4479	0.6170	0.5140	1.0000	0.1807	0.2888	0.2987	0.2078	0.2557	0.2952	0.2171	0.1819	0.3619	0.1338
0.0733	0.2015	0.0576	0.1497	0.0852	0.0924	0.1030	0.1842	0.0973	0.0006	0.0000	0.0791	0.1166	0.1551	0.0583	0.1319	0.0982	0.0880	0.0355	0.1807	1.0000	0.2309	0.0804	0.2878	0.1209	0.0590	0.2596	0.1259	0.1748	0.1507
0.0000	0.4552	0.3024	0.3013	0.0724	0.3502	0.3607	0.1236	0.1417	0.0208	0.0696	0.1199	0.3230	0.0773	0.0726	0.2323	0.0612	0.0732	0.1844	0.2888	0.2309	1.0000	0.4042	0.4903	0.4769	0.3735	0.5160	0.4439	0.4529	0.5622
